"ISO.x","Country","Latitude","Longitude","ISO.y","COVAX","Current.Vaccine.Introduction.Status","Current.or.Planned.Formulation","Vaccinated.Group","Current.Immunization.Program.Type","Universal.Introduction.Actual.Date","WHO.Region","Cases...cumulative.total","Cases...cumulative.total.per.100000.population","Cases...newly.reported.in.last.7.days","Cases...newly.reported.in.last.7.days.per.100000.population","Cases...newly.reported.in.last.24.hours","Deaths...cumulative.total","Deaths...cumulative.total.per.100000.population","Deaths...newly.reported.in.last.7.days","Deaths...newly.reported.in.last.7.days.per.100000.population","Deaths...newly.reported.in.last.24.hours","Transmission.Classification","Code","Day","new_vaccinations_smoothed_per_million"
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-26",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-27",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-28",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-29",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-30",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-01-31",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-01",0.0854
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-02",0.0777
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-03",0.0712
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-04",0.0647
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-05",0.0569
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-06",0.0505
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-07",0.044
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-08",0.0362
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-09",0.0362
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-10",0.0362
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-11",0.0621
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-12",0.088
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-13",0.0958
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-14",0.1048
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-15",0.1126
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-16",0.1217
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-17",0.1294
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-18",0.1126
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-19",0.0958
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-20",0.0919
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-21",0.0867
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-22",0.0828
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-23",0.0777
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-24",0.0738
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-25",0.0725
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-26",0.0712
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-27",0.0815
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-02-28",0.0932
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-01",0.1035
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-02",0.1152
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-03",0.1255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-04",0.1333
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-05",0.1398
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-06",0.1398
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-07",0.1398
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-08",0.1398
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-09",0.2407
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-10",0.3417
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-11",0.4491
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-12",0.5565
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-13",0.6639
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-14",0.7714
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-15",0.8788
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-16",0.8011
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-17",0.7235
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-18",0.6381
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-19",0.5539
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-20",0.462
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-21",0.3714
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-22",0.2809
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-23",0.2744
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-24",0.2679
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-25",0.2614
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-26",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-27",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-28",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-29",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-30",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-03-31",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-04-01",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-04-02",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-04-03",0.255
"AD","Andorra",42.5,1.5,NA,NA,NA,NA,NA,NA,NA,"Europe",12409,16060.31,356,460.75,46,120,155.31,5,6.47,1,"Community transmission","AND","2021-04-04",0.255
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-06",0
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-07",0.3104
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-08",0.3884
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-09",0.4905
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-10",0.5263
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-11",0.5745
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-12",0.649
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-13",0.8208
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-14",0.9246
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-15",1.0464
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-16",1.1231
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-17",1.15
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-18",1.1617
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-19",1.1407
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-20",1.1072
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-21",1.0374
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-22",0.9722
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-23",0.9083
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-24",0.8739
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-25",0.866
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-26",0.8844
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-27",0.8714
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-28",0.8992
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-29",0.9642
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-30",0.9928
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-01-31",1.2225
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-01",1.2562
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-02",1.281
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-03",1.3392
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-04",1.4166
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-05",1.4467
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-06",1.5703
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-07",1.4151
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-08",1.4052
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-09",1.3904
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-10",1.4344
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-11",1.3618
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-12",1.2908
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-13",1.1612
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-14",1.0708
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-15",0.9723
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-16",0.97
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-17",0.8663
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-18",0.84
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-19",0.8161
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-20",0.7917
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-21",0.7209
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-22",0.6803
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-23",0.6782
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-24",0.6891
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-25",0.6822
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-26",0.6738
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-27",0.6669
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-02-28",0.6733
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-01",0.6798
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-02",0.6163
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-03",0.5877
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-04",0.517
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-05",0.4362
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-06",0.3622
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-07",0.3648
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-08",0.3746
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-09",0.3326
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-10",0.2882
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-11",0.2937
"AE","United Arab Emirates",24,54,NA,NA,NA,NA,NA,NA,NA,"Eastern Mediterranean",478131,4834.29,14372,145.31,2112,1523,15.4,24,0.24,3,"Clusters of cases","ARE","2021-03-12",0.3287
